City,Date,High,Low,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
Los Angeles,4/27/14,71,55,63,-1.4,2,0,0,0,0
,,,,,,,,,,
Los Angeles,4/28/14,77,57,67,2.5,0,2,0,0,0
,,,,,,,,,,
Los Angeles,4/29/14,92,59,75.5,10.9,0,11,0,0,0
,,,,,,,,,,
Los Angeles,4/30/14,91,62,76.5,11.8,0,12,0,0,0
,,,,,,,,,,
Los Angeles,5/1/14,92,63,77.5,12.7,0,13,0,0,0
,,,,,,,,,,
Los Angeles,5/2/14,96,62,79,14.1,0,14,0,0,0
,,,,,,,,,,
Los Angeles,5/3/14,89,63,76,11,0,11,0,0,0
,,,,,,,,,,
Los Angeles,5/4/14,81,59,70,4.9,0,5,0,0,0
,,,,,,,,,,
Los Angeles,5/5/14,72,57,64.5,-0.7,0,0,0,0,0
,,,,,,,,,,
Los Angeles,5/6/14,68,56,62,-3.2,3,0,0,0,0
,,,,,,,,,,
Los Angeles,5/7/14,68,57,62.5,-2.8,2,0,0,0,0
,,,,,,,,,,
Los Angeles,5/8/14,71,57,64,-1.4,1,0,0,0,0
,,,,,,,,,,
Los Angeles,5/9/14,72,56,64,-1.4,1,0,0,0,0
,,,,,,,,,,
Los Angeles,5/10/14,72,58,65,-0.5,0,0,0,0,0
,,,,,,,,,,
Los Angeles,5/11/14,86,58,72,6.5,0,7,0,0,0
,,,,,,,,,,
Los Angeles,5/12/14,90,59,74.5,8.9,0,10,0,0,0
,,,,,,,,,,
Los Angeles,5/13/14,94,65,79.5,13.8,0,15,0,0,0
,,,,,,,,,,
Los Angeles,5/14/14,99,63,81,15.3,0,16,0,0,0
,,,,,,,,,,
Los Angeles,5/15/14,102,71,86.5,20.7,0,22,0,0,0
,,,,,,,,,,
Los Angeles,5/16/14,95,68,81.5,15.7,0,17,0,0,0
,,,,,,,,,,
Los Angeles,5/17/14,85,63,74,8.2,0,9,0,0,0
,,,,,,,,,,
Los Angeles,5/18/14,75,63,69,3.1,0,4,0,0,0
,,,,,,,,,,
Los Angeles,5/19/14,74,61,67.5,1.6,0,3,0,0,0
,,,,,,,,,,
Los Angeles,5/20/14,70,57,63.5,-2.5,1,0,0,0,0
,,,,,,,,,,
Los Angeles,5/21/14,71,59,65,-1,0,0,0,0,0
,,,,,,,,,,
Los Angeles,5/22/14,71,57,64,-2.1,1,0,0,0,0
,,,,,,,,,,
Los Angeles,5/23/14,70,61,65.5,-0.7,0,1,0,0,0
,,,,,,,,,,
Los Angeles,5/24/14,69,61,65,-1.2,0,0,0,0,0
,,,,,,,,,,
Los Angeles,5/25/14,75,62,68.5,2.2,0,4,0,0,0
,,,,,,,,,,
Los Angeles,5/26/14,79,61,70,3.6,0,5,0,0,0
,,,,,,,,,,
Los Angeles,5/27/14,80,62,71,4.6,0,6,0,0,0
,,,,,,,,,,
Los Angeles,5/28/14,79,65,72,5.5,0,7,0,0,0
,,,,,,,,,,
Los Angeles,5/29/14,78,63,70.5,3.9,0,6,0,0,0
,,,,,,,,,,
Los Angeles,5/30/14,78,60,69,2.3,0,4,0,0,0
,,,,,,,,,,
Los Angeles,5/31/14,80,61,70.5,3.7,0,6,0,0,0
,,,,,,,,,,
Los Angeles,6/1/14,80,61,70.5,3.6,0,6,0,0,0
,,,,,,,,,,
Los Angeles,6/2/14,75,60,67.5,0.5,0,3,0,0,0
,,,,,,,,,,
Los Angeles,6/3/14,79,58,68.5,1.4,0,4,0,0,0
,,,,,,,,,,
Los Angeles,6/4/14,78,59,68.5,1.3,0,4,0,0,0
,,,,,,,,,,
Los Angeles,6/5/14,78,59,68.5,1.1,0,4,0,0,0
,,,,,,,,,,
Los Angeles,6/6/14,75,60,67.5,0,0,3,0,0,0
,,,,,,,,,,
Los Angeles,6/7/14,74,61,67.5,-0.2,0,3,0,0,0
,,,,,,,,,,
Los Angeles,6/8/14,77,60,68.5,0.7,0,4,0,0,0
,,,,,,,,,,
Los Angeles,6/9/14,76,59,67.5,-0.5,0,3,0,0,0
,,,,,,,,,,
Los Angeles,6/10/14,74,63,68.5,0.4,0,4,0,0,0
,,,,,,,,,,
Los Angeles,6/11/14,76,62,69,0.7,0,4,0,0,0
,,,,,,,,,,
Los Angeles,6/12/14,74,61,67.5,-1,0,3,0,0,0
,,,,,,,,,,
Los Angeles,6/13/14,73,60,66.5,-2.1,0,2,0,0,0
,,,,,,,,,,
Los Angeles,6/14/14,75,59,67,-1.8,0,2,0,0,0
,,,,,,,,,,
Los Angeles,6/15/14,74,61,67.5,-1.5,0,3,0,0,0
,,,,,,,,,,
Los Angeles,6/16/14,73,61,67,-2.2,0,2,0,0,0
,,,,,,,,,,
Los Angeles,6/17/14,78,59,68.5,-0.9,0,4,0,0,M
,,,,,,,,,,
Los Angeles,6/18/14,77,59,68,-1.6,0,3,0,0,0
,,,,,,,,,,
Los Angeles,6/19/14,76,59,67.5,-2.3,0,3,0,0,0
,,,,,,,,,,
Los Angeles,6/20/14,80,60,70,0,0,5,0,0,0
,,,,,,,,,,
Los Angeles,6/21/14,81,62,71.5,1.3,0,7,0,0,0
,,,,,,,,,,
Los Angeles,6/22/14,77,63,70,-0.4,0,5,0,0,0
,,,,,,,,,,
Los Angeles,6/23/14,77,63,70,-0.6,0,5,0,0,0
,,,,,,,,,,
Los Angeles,6/24/14,79,63,71,0.3,0,6,0,0,0
,,,,,,,,,,
Los Angeles,6/25/14,76,63,69.5,-1.4,0,5,0,0,0
,,,,,,,,,,
Los Angeles,6/26/14,76,64,70,-1.1,0,5,0,0,0
,,,,,,,,,,
Los Angeles,6/27/14,78,64,71,-0.3,0,6,0,0,0
,,,,,,,,,,
Los Angeles,6/28/14,80,64,72,0.5,0,7,0,0,0
,,,,,,,,,,
Los Angeles,6/29/14,79,64,71.5,-0.2,0,7,0,0,0
,,,,,,,,,,
Los Angeles,6/30/14,77,64,70.5,-1.3,0,6,0,0,0
,,,,,,,,,,
Los Angeles,7/1/14,79,66,72.5,0.5,0,8,0,0,0
,,,,,,,,,,
Los Angeles,7/2/14,80,64,72,-0.1,0,7,0,0,0
,,,,,,,,,,
Los Angeles,7/3/14,85,65,75,2.7,0,10,0,0,0
,,,,,,,,,,
Los Angeles,7/4/14,87,65,76,3.6,0,11,0,0,0
,,,,,,,,,,
Los Angeles,7/5/14,89,67,78,5.4,0,13,0,0,0
,,,,,,,,,,
Los Angeles,7/6/14,87,67,77,4.3,0,12,0,0,0
,,,,,,,,,,
Los Angeles,7/7/14,89,66,77.5,4.7,0,13,0,0,0
,,,,,,,,,,
Los Angeles,7/8/14,86,68,77,4.1,0,12,0,0,0
,,,,,,,,,,
Los Angeles,7/9/14,82,67,74.5,1.5,0,10,0,0,0
,,,,,,,,,,
Los Angeles,7/10/14,85,66,75.5,2.4,0,11,0,0,0
,,,,,,,,,,
Los Angeles,7/11/14,80,65,72.5,-0.7,0,8,0,0,0
,,,,,,,,,,
Los Angeles,7/12/14,82,65,73.5,0.2,0,9,0,0,0
,,,,,,,,,,
Los Angeles,7/13/14,82,67,74.5,1.1,0,10,0,0,0
,,,,,,,,,,
Los Angeles,7/14/14,80,68,74,0.5,0,9,0,0,0
,,,,,,,,,,
Los Angeles,7/15/14,82,69,75.5,2,0,11,0,0,0
,,,,,,,,,,
Los Angeles,7/16/14,81,66,73.5,-0.1,0,9,0,0,0
,,,,,,,,,,
Los Angeles,7/17/14,80,65,72.5,-1.1,0,8,0,0,0
,,,,,,,,,,
Los Angeles,7/18/14,79,64,71.5,-2.2,0,7,0,0,0
,,,,,,,,,,
Los Angeles,7/19/14,75,66,70.5,-3.2,0,6,T,0,0
,,,,,,,,,,
Los Angeles,7/20/14,80,66,73,-0.7,0,8,0,0,0
,,,,,,,,,,
Los Angeles,7/21/14,81,66,73.5,-0.3,0,9,0,0,0
,,,,,,,,,,
Los Angeles,7/22/14,85,65,75,1.2,0,10,0,0,0
,,,,,,,,,,
Los Angeles,7/23/14,88,65,76.5,2.7,0,12,0,0,0
,,,,,,,,,,
Los Angeles,7/24/14,92,65,78.5,4.7,0,14,0,0,0
,,,,,,,,,,
Los Angeles,7/25/14,88,69,78.5,4.6,0,14,0,0,0
,,,,,,,,,,
Los Angeles,7/26/14,86,68,77,3.1,0,12,0,0,M
,,,,,,,,,,
Los Angeles,7/27/14,84,67,75.5,1.6,0,11,T,0,0
,,,,,,,,,,
Los Angeles,7/28/14,88,68,78,4.1,0,13,T,0,0
,,,,,,,,,,
Los Angeles,7/29/14,88,68,78,4.1,0,13,0,0,0
,,,,,,,,,,
Los Angeles,7/30/14,90,68,79,5.1,0,14,0,0,0
,,,,,,,,,,
Los Angeles,7/31/14,87,67,77,3.1,0,12,0,0,0
,,,,,,,,,,
Los Angeles,8/1/14,85,66,75.5,1.6,0,11,0,0,0
,,,,,,,,,,
Los Angeles,8/2/14,90,65,77.5,3.5,0,13,0.02,0,0
,,,,,,,,,,
Los Angeles,8/3/14,85,72,78.5,4.5,0,14,0.02,0,0
,,,,,,,,,,
Los Angeles,8/4/14,87,65,76,2,0,11,0,0,0
,,,,,,,,,,
Los Angeles,8/5/14,82,63,72.5,-1.5,0,8,0,0,0
,,,,,,,,,,
Los Angeles,8/6/14,77,63,70,-4,0,5,0,0,0
,,,,,,,,,,
Los Angeles,8/7/14,81,64,72.5,-1.5,0,8,0,0,0
,,,,,,,,,,
Los Angeles,8/8/14,82,65,73.5,-0.6,0,9,0,0,0
,,,,,,,,,,
Los Angeles,8/9/14,82,67,74.5,0.4,0,10,0,0,0
,,,,,,,,,,
Los Angeles,8/10/14,85,66,75.5,1.4,0,11,0,0,0
,,,,,,,,,,
Los Angeles,8/11/14,85,65,75,0.9,0,10,0,0,0
,,,,,,,,,,
Los Angeles,8/12/14,84,66,75,0.8,0,10,0,0,0
,,,,,,,,,,
Los Angeles,8/13/14,81,65,73,-1.2,0,8,0,0,0
,,,,,,,,,,
Los Angeles,8/14/14,83,65,74,-0.2,0,9,0,0,0
,,,,,,,,,,
Los Angeles,8/15/14,89,63,76,1.8,0,11,0,0,0
,,,,,,,,,,
Los Angeles,8/16/14,90,66,78,3.7,0,13,0,0,0
,,,,,,,,,,
Los Angeles,8/17/14,89,66,77.5,3.2,0,13,0,0,0
,,,,,,,,,,
Los Angeles,8/18/14,86,65,75.5,1.2,0,11,0,0,0
,,,,,,,,,,
Los Angeles,8/19/14,82,69,75.5,1.1,0,11,0,0,0
,,,,,,,,,,
Los Angeles,8/20/14,84,67,75.5,1.1,0,11,0,0,0
,,,,,,,,,,
Los Angeles,8/21/14,80,65,72.5,-1.9,0,8,0,0,0
,,,,,,,,,,
Los Angeles,8/22/14,81,66,73.5,-0.9,0,9,0,0,0
,,,,,,,,,,
Los Angeles,8/23/14,85,66,75.5,1.1,0,11,0,0,0
,,,,,,,,,,
Los Angeles,8/24/14,83,67,75,0.5,0,10,0,0,0
,,,,,,,,,,
Los Angeles,8/25/14,80,64,72,-2.5,0,7,0,0,0
,,,,,,,,,,
Los Angeles,8/26/14,84,65,74.5,0,0,10,0,0,0
,,,,,,,,,,
Los Angeles,8/27/14,91,66,78.5,4,0,14,0,0,0
,,,,,,,,,,
Los Angeles,8/28/14,91,68,79.5,5,0,15,0,0,0
,,,,,,,,,,
Los Angeles,8/29/14,90,65,77.5,3,0,13,0,0,0
,,,,,,,,,,
Los Angeles,8/30/14,89,65,77,2.5,0,12,0,0,0
,,,,,,,,,,
Los Angeles,8/31/14,87,69,78,3.6,0,13,0,0,0
,,,,,,,,,,
Los Angeles,9/1/14,85,70,77.5,3.1,0,13,0,0,0
,,,,,,,,,,
Los Angeles,9/2/14,84,68,76,1.6,0,11,0,0,0
,,,,,,,,,,
Los Angeles,9/3/14,83,67,75,0.7,0,10,0,0,0
,,,,,,,,,,
Los Angeles,9/4/14,80,66,73,-1.3,0,8,0,0,0
,,,,,,,,,,
Los Angeles,9/5/14,83,66,74.5,0.3,0,10,0,0,0
,,,,,,,,,,
Los Angeles,9/6/14,86,65,75.5,1.3,0,11,0,0,0
,,,,,,,,,,
Los Angeles,9/7/14,92,68,80,5.9,0,15,0,0,0
,,,,,,,,,,
Los Angeles,9/8/14,88,71,79.5,5.5,0,15,0.01,0,0
,,,,,,,,,,
Los Angeles,9/9/14,91,68,79.5,5.5,0,15,0,0,0
,,,,,,,,,,
Los Angeles,9/10/14,87,64,75.5,1.6,0,11,0,0,0
,,,,,,,,,,
Los Angeles,9/11/14,89,67,78,4.2,0,13,0,0,0
,,,,,,,,,,
Los Angeles,9/12/14,91,68,79.5,5.8,0,15,0,0,0
,,,,,,,,,,
Los Angeles,9/13/14,94,69,81.5,7.9,0,17,0,0,0
,,,,,,,,,,
Los Angeles,9/14/14,98,71,84.5,11,0,20,0,0,0
,,,,,,,,,,
Los Angeles,9/15/14,94,73,83.5,10.1,0,19,0,0,0
,,,,,,,,,,
Los Angeles,9/16/14,103,76,89.5,16.3,0,25,0,0,0
,,,,,,,,,,
Los Angeles,9/17/14,96,72,84,10.9,0,19,0,0,0
,,,,,,,,,,
Los Angeles,9/18/14,81,67,74,1,0,9,0,0,0
,,,,,,,,,,
Los Angeles,9/19/14,82,67,74.5,1.7,0,10,0,0,0
,,,,,,,,,,
Los Angeles,9/20/14,78,66,72,-0.7,0,7,0,0,0
,,,,,,,,,,
Los Angeles,9/21/14,79,65,72,-0.5,0,7,0,0,0
,,,,,,,,,,
Los Angeles,9/22/14,80,63,71.5,-0.9,0,7,0,0,0
,,,,,,,,,,
Los Angeles,9/23/14,84,63,73.5,1.3,0,9,0,0,0
,,,,,,,,,,
Los Angeles,9/24/14,88,62,75,2.9,0,10,0,0,M
,,,,,,,,,,
Los Angeles,9/25/14,85,67,76,4.1,0,11,0,0,0
,,,,,,,,,,
Los Angeles,9/26/14,83,65,74,2.2,0,9,0,0,0
,,,,,,,,,,
Los Angeles,9/27/14,77,63,70,-1.6,0,5,0,0,0
,,,,,,,,,,
Los Angeles,9/28/14,79,64,71.5,0,0,7,0,0,0
,,,,,,,,,,
Los Angeles,9/29/14,78,61,69.5,-1.8,0,5,0,0,0
,,,,,,,,,,
Los Angeles,9/30/14,85,64,74.5,3.4,0,10,0,0,0
,,,,,,,,,,
Los Angeles,10/1/14,82,64,73,2,0,8,0,0,0
,,,,,,,,,,
Los Angeles,10/2/14,98,64,81,10.2,0,16,0,0,0
,,,,,,,,,,
Los Angeles,10/3/14,98,67,82.5,11.8,0,18,0,0,0
,,,,,,,,,,
Los Angeles,10/4/14,97,65,81,10.5,0,16,0,0,0
,,,,,,,,,,
Los Angeles,10/5/14,95,65,80,9.7,0,15,0,0,0
,,,,,,,,,,
Los Angeles,10/6/14,92,64,78,7.8,0,13,0,0,0
,,,,,,,,,,
Los Angeles,10/7/14,93,64,78.5,8.5,0,14,0,0,0
,,,,,,,,,,
Los Angeles,10/8/14,87,63,75,5.1,0,10,0,0,0
,,,,,,,,,,
Los Angeles,10/9/14,80,67,73.5,3.8,0,9,0,0,0
,,,,,,,,,,
Los Angeles,10/10/14,79,64,71.5,1.9,0,7,0,0,0
,,,,,,,,,,
Los Angeles,10/11/14,81,64,72.5,3.1,0,8,0,0,0
,,,,,,,,,,
Los Angeles,10/12/14,81,67,74,4.7,0,9,0,0,0
,,,,,,,,,,
Los Angeles,10/13/14,82,65,73.5,4.4,0,9,0,0,0
,,,,,,,,,,
Los Angeles,10/14/14,76,66,71,2,0,6,0,0,0
,,,,,,,,,,
Los Angeles,10/15/14,78,63,70.5,1.7,0,6,0,0,0
,,,,,,,,,,
Los Angeles,10/16/14,77,61,69,0.4,0,4,0,0,0
,,,,,,,,,,
Los Angeles,10/17/14,76,62,69,0.5,0,4,0,0,0
,,,,,,,,,,
Los Angeles,10/18/14,78,61,69.5,1.2,0,5,0,0,0
,,,,,,,,,,
Los Angeles,10/19/14,77,62,69.5,1.3,0,5,0,0,0
,,,,,,,,,,
Los Angeles,10/20/14,79,63,71,3,0,6,0,0,0
,,,,,,,,,,
Los Angeles,10/21/14,78,64,71,3.1,0,6,0,0,0
,,,,,,,,,,
Los Angeles,10/22/14,84,60,72,4.3,0,7,0,0,0
,,,,,,,,,,
Los Angeles,10/23/14,85,60,72.5,5,0,8,0,0,0
,,,,,,,,,,
Los Angeles,10/24/14,88,59,73.5,6.1,0,9,0,0,0
,,,,,,,,,,
Los Angeles,10/25/14,80,61,70.5,3.3,0,6,0,0,0
,,,,,,,,,,
Los Angeles,10/26/14,78,61,69.5,2.5,0,5,0,0,0
,,,,,,,,,,
Los Angeles,10/27/14,77,62,69.5,2.7,0,5,0,0,0
,,,,,,,,,,
Los Angeles,10/28/14,78,59,68.5,1.9,0,4,0,0,0
,,,,,,,,,,
Los Angeles,10/29/14,85,59,72,5.6,0,7,0,0,0
,,,,,,,,,,
Los Angeles,10/30/14,81,60,70.5,4.3,0,6,0,0,0
,,,,,,,,,,
Los Angeles,10/31/14,71,60,65.5,-0.5,0,1,0.25,0,0
,,,,,,,,,,
Los Angeles,11/1/14,67,55,61,-4.8,4,0,0.18,0,0
,,,,,,,,,,
Los Angeles,11/2/14,70,51,60.5,-5.1,4,0,0,0,0
,,,,,,,,,,
Los Angeles,11/3/14,77,52,64.5,-0.9,0,0,0,0,0
,,,,,,,,,,
Los Angeles,11/4/14,77,51,64,-1.2,1,0,0,0,0
,,,,,,,,,,
Los Angeles,11/5/14,85,53,69,4,0,4,0,0,0
,,,,,,,,,,
Los Angeles,11/6/14,90,61,75.5,10.8,0,11,0,0,0
,,,,,,,,,,
Los Angeles,11/7/14,89,60,74.5,10,0,10,0,0,0
,,,,,,,,,,
Los Angeles,11/8/14,89,59,74,9.7,0,9,0,0,0
,,,,,,,,,,
Los Angeles,11/9/14,77,58,67.5,3.5,0,3,0,0,0
,,,,,,,,,,
Los Angeles,11/10/14,70,62,66,2.2,0,1,0,0,0
,,,,,,,,,,
Los Angeles,11/11/14,69,62,65.5,2,0,1,0,0,0
,,,,,,,,,,
Los Angeles,11/12/14,70,58,64,0.7,1,0,0,0,0
,,,,,,,,,,
Los Angeles,11/13/14,70,55,62.5,-0.5,2,0,T,0,0
,,,,,,,,,,
Los Angeles,11/14/14,73,60,66.5,3.7,0,2,0,0,0
,,,,,,,,,,
Los Angeles,11/15/14,72,58,65,2.5,0,0,0,0,0
,,,,,,,,,,
Los Angeles,11/16/14,74,55,64.5,2.2,0,0,0,0,0
,,,,,,,,,,
Los Angeles,11/17/14,76,53,64.5,2.5,0,0,0,0,0
,,,,,,,,,,
Los Angeles,11/18/14,77,52,64.5,2.7,0,0,0,0,0
,,,,,,,,,,
Los Angeles,11/19/14,74,53,63.5,2,1,0,0,0,0
,,,,,,,,,,
Los Angeles,11/20/14,70,53,61.5,0.2,3,0,T,0,0
,,,,,,,,,,
Los Angeles,11/21/14,73,55,64,3,1,0,0,0,0
,,,,,,,,,,
Los Angeles,11/22/14,73,52,62.5,1.7,2,0,0,0,0
,,,,,,,,,,
Los Angeles,11/23/14,80,57,68.5,8,0,4,0,0,0
,,,,,,,,,,
Los Angeles,11/24/14,80,53,66.5,6.2,0,2,0,0,0
,,,,,,,,,,
Los Angeles,11/25/14,80,52,66,5.9,0,1,0,0,0
,,,,,,,,,,
Los Angeles,11/26/14,85,53,69,9.2,0,4,0,0,0
,,,,,,,,,,
Los Angeles,11/27/14,89,58,73.5,13.9,0,9,0,0,0
,,,,,,,,,,
Los Angeles,11/28/14,81,53,67,7.6,0,2,0,0,0
,,,,,,,,,,
Los Angeles,11/29/14,74,51,62.5,3.3,2,0,0,0,0
,,,,,,,,,,
Los Angeles,11/30/14,66,60,63,4,2,0,0.3,0,0
,,,,,,,,,,
Los Angeles,12/1/14,69,57,63,4.2,2,0,0,0,0
,,,,,,,,,,
Los Angeles,12/2/14,66,58,62,3.3,3,0,1.21,0,0
,,,,,,,,,,
Los Angeles,12/3/14,67,59,63,4.5,2,0,0.31,0,0
,,,,,,,,,,
Los Angeles,12/4/14,71,57,64,5.7,1,0,0,0,0
,,,,,,,,,,
Los Angeles,12/5/14,69,57,63,4.8,2,0,0,0,0
,,,,,,,,,,
Los Angeles,12/6/14,71,55,63,4.9,2,0,0,0,0
,,,,,,,,,,
Los Angeles,12/7/14,76,54,65,7.1,0,0,0,0,0
,,,,,,,,,,
Los Angeles,12/8/14,78,55,66.5,8.7,0,2,0,0,0
,,,,,,,,,,
Los Angeles,12/9/14,76,54,65,7.3,0,0,0,0,0
,,,,,,,,,,
Los Angeles,12/10/14,73,53,63,5.4,2,0,0,0,0
,,,,,,,,,,
Los Angeles,12/11/14,67,60,63.5,6,1,0,0.01,0,0
,,,,,,,,,,
Los Angeles,12/12/14,65,52,58.5,1,6,0,1.6,0,0
,,,,,,,,,,
Los Angeles,12/13/14,66,48,57,-0.4,8,0,0,0,0
,,,,,,,,,,
Los Angeles,12/14/14,66,47,56.5,-0.8,8,0,0,0,0
,,,,,,,,,,
Los Angeles,12/15/14,65,47,56,-1.3,9,0,T,M,0
,,,,,,,,,,
Los Angeles,12/16/14,60,54,57,-0.3,8,0,0.41,0,0
,,,,,,,,,,
Los Angeles,12/17/14,65,51,58,0.8,7,0,0.15,0,0
,,,,,,,,,,
Los Angeles,12/18/14,62,48,55,-2.2,10,0,0,0,0
,,,,,,,,,,
Los Angeles,12/19/14,66,49,57.5,0.3,7,0,0,0,0
,,,,,,,,,,
Los Angeles,12/20/14,64,50,57,-0.2,8,0,0,0,0
,,,,,,,,,,
Los Angeles,12/21/14,68,50,59,1.8,6,0,0,0,0
,,,,,,,,,,
Los Angeles,12/22/14,75,50,62.5,5.3,2,0,0,0,0
,,,,,,,,,,
Los Angeles,12/23/14,83,51,67,9.8,0,2,0,0,0
,,,,,,,,,,
Los Angeles,12/24/14,75,53,64,6.7,1,0,0,0,0
,,,,,,,,,,
Los Angeles,12/25/14,65,50,57.5,0.2,7,0,0,0,0
,,,,,,,,,,
Los Angeles,12/26/14,63,42,52.5,-4.8,12,0,0,0,0
,,,,,,,,,,
Los Angeles,12/27/14,63,39,51,-6.4,14,0,0,0,0
,,,,,,,,,,
Los Angeles,12/28/14,63,43,53,-4.4,12,0,0,0,0
,,,,,,,,,,
Los Angeles,12/29/14,63,41,52,-5.4,13,0,0,0,0
,,,,,,,,,,
Los Angeles,12/30/14,56,47,51.5,-6,13,0,0.19,M,0
,,,,,,,,,,
Los Angeles,12/31/14,57,41,49,-8.5,16,0,0,0,M
,,,,,,,,,,
Los Angeles,1/1/15,59,37,48,-9.6,17,0,0,0,0
,,,,,,,,,,
Los Angeles,1/2/15,61,39,50,-7.6,15,0,0,0,0
,,,,,,,,,,
Los Angeles,1/3/15,63,40,51.5,-6.1,13,0,0,0,0
,,,,,,,,,,
Los Angeles,1/4/15,69,42,55.5,-2.2,9,0,0,0,0
,,,,,,,,,,
Los Angeles,1/5/15,81,50,65.5,7.8,0,1,0,0,0
,,,,,,,,,,
Los Angeles,1/6/15,84,57,70.5,12.7,0,6,0,0,0
,,,,,,,,,,
Los Angeles,1/7/15,85,53,69,11.2,0,4,0,0,0
,,,,,,,,,,
Los Angeles,1/8/15,75,51,63,5.2,2,0,0,0,0
,,,,,,,,,,
Los Angeles,1/9/15,72,56,64,6.1,1,0,0,0,0
,,,,,,,,,,
Los Angeles,1/10/15,63,52,57.5,-0.4,7,0,0.48,0,0
,,,,,,,,,,
Los Angeles,1/11/15,63,56,59.5,1.6,5,0,0.5,0,0
,,,,,,,,,,
Los Angeles,1/12/15,66,53,59.5,1.5,5,0,0,0,M
,,,,,,,,,,
Los Angeles,1/13/15,68,54,61,3,4,0,0,0,0
,,,,,,,,,,
Los Angeles,1/14/15,73,47,60,2,5,0,0,0,0
,,,,,,,,,,
Los Angeles,1/15/15,76,51,63.5,5.5,1,0,0,0,0
,,,,,,,,,,
Los Angeles,1/16/15,77,50,63.5,5.4,1,0,0,0,0
,,,,,,,,,,
Los Angeles,1/17/15,78,50,64,5.9,1,0,0,0,0
,,,,,,,,,,
Los Angeles,1/18/15,75,53,64,5.9,1,0,0,0,0
,,,,,,,,,,
Los Angeles,1/19/15,72,50,61,2.9,4,0,0,0,0
,,,,,,,,,,
Los Angeles,1/20/15,63,53,58,-0.1,7,0,0,0,0
,,,,,,,,,,
Los Angeles,1/21/15,71,54,62.5,4.4,2,0,0,0,0
,,,,,,,,,,
Los Angeles,1/22/15,75,47,61,2.8,4,0,0,0,0
,,,,,,,,,,
Los Angeles,1/23/15,75,50,62.5,4.3,2,0,0,0,0
,,,,,,,,,,
Los Angeles,1/24/15,82,49,65.5,7.3,0,1,0,0,0
,,,,,,,,,,
Los Angeles,1/25/15,83,48,65.5,7.3,0,1,0,0,0
,,,,,,,,,,
Los Angeles,1/26/15,80,57,68.5,10.3,0,4,0.08,0,0
,,,,,,,,,,
Los Angeles,1/27/15,74,57,65.5,7.3,0,1,0,0,0
,,,,,,,,,,
Los Angeles,1/28/15,75,56,65.5,7.3,0,1,0,0,0
,,,,,,,,,,
Los Angeles,1/29/15,75,60,67.5,9.2,0,3,T,0,0
,,,,,,,,,,
Los Angeles,1/30/15,70,59,64.5,6.2,0,0,0.03,0,0
,,,,,,,,,,
Los Angeles,1/31/15,71,56,63.5,5.2,1,0,0,0,0
,,,,,,,,,,
Los Angeles,2/1/15,76,49,62.5,4.2,2,0,0,0,0
,,,,,,,,,,
Los Angeles,2/2/15,78,51,64.5,6.1,0,0,0,0,0
,,,,,,,,,,
Los Angeles,2/3/15,72,51,61.5,3.1,3,0,0,0,0
,,,,,,,,,,
Los Angeles,2/4/15,72,56,64,5.6,1,0,0,0,0
,,,,,,,,,,
Los Angeles,2/5/15,82,53,67.5,9.1,0,3,0,0,0
,,,,,,,,,,
Los Angeles,2/6/15,75,54,64.5,6,0,0,0,0,0
,,,,,,,,,,
Los Angeles,2/7/15,69,54,61.5,3,3,0,0.02,0,0
,,,,,,,,,,
Los Angeles,2/8/15,77,59,68,9.4,0,3,0,0,0
,,,,,,,,,,
Los Angeles,2/9/15,73,58,65.5,6.9,0,1,0,0,M
,,,,,,,,,,
Los Angeles,2/10/15,78,53,65.5,6.8,0,1,0,0,0
,,,,,,,,,,
Los Angeles,2/11/15,85,55,70,11.3,0,5,0,0,0
,,,,,,,,,,
Los Angeles,2/12/15,85,56,70.5,11.7,0,6,0,0,0
,,,,,,,,,,
Los Angeles,2/13/15,88,57,72.5,13.7,0,8,0,0,0
,,,,,,,,,,
Los Angeles,2/14/15,86,56,71,12.1,0,6,0,0,0
,,,,,,,,,,
Los Angeles,2/15/15,80,54,67,8.1,0,2,0,0,0
,,,,,,,,,,
Los Angeles,2/16/15,70,56,63,4,2,0,0,0,0
,,,,,,,,,,
Los Angeles,2/17/15,71,57,64,5,1,0,0,0,0
,,,,,,,,,,
Los Angeles,2/18/15,75,55,65,5.9,0,0,0,0,0
,,,,,,,,,,
Los Angeles,2/19/15,72,57,64.5,5.3,0,0,0,0,0
,,,,,,,,,,
Los Angeles,2/20/15,70,56,63,3.8,2,0,0,0,0
,,,,,,,,,,
Los Angeles,2/21/15,69,57,63,3.7,2,0,0,0,0
,,,,,,,,,,
Los Angeles,2/22/15,64,53,58.5,-0.9,6,0,0.7,0,0
,,,,,,,,,,
Los Angeles,2/23/15,65,50,57.5,-1.9,7,0,T,0,0
,,,,,,,,,,
Los Angeles,2/24/15,74,46,60,0.5,5,0,0,0,0
,,,,,,,,,,
Los Angeles,2/25/15,72,51,61.5,1.9,3,0,0,0,0
,,,,,,,,,,
Los Angeles,2/26/15,70,51,60.5,0.9,4,0,0,0,0
,,,,,,,,,,
Los Angeles,2/27/15,66,55,60.5,0.8,4,0,0,0,0
,,,,,,,,,,
Los Angeles,2/28/15,65,52,58.5,-1.3,6,0,0.11,0,0
,,,,,,,,,,
