City,Date,High,Low,0
,,,,0
Los Angeles,12/9/13,62,39,0
,,,,0
Los Angeles,12/10/13,66,39,0
,,,,0
Los Angeles,12/11/13,73,43,0
,,,,0
Los Angeles,12/12/13,69,47,0
,,,,0
Los Angeles,12/13/13,65,44,0
,,,,0
Los Angeles,12/14/13,74,43,0
,,,,0
Los Angeles,12/15/13,80,44,0
,,,,0
Los Angeles,12/16/13,85,60,0
,,,,0
Los Angeles,12/17/13,82,58,0
,,,,0
Los Angeles,12/18/13,71,57,0
,,,,0
Los Angeles,12/19/13,57,47,0.11
,,,,0
Los Angeles,12/20/13,65,44,0
,,,,0
Los Angeles,12/21/13,61,46,0
,,,,0
Los Angeles,12/22/13,69,45,0
,,,,0
Los Angeles,12/23/13,75,48,0
,,,,0
Los Angeles,12/24/13,79,51,0
,,,,0
Los Angeles,12/25/13,82,47,0
,,,,0
Los Angeles,12/26/13,80,46,0
,,,,0
Los Angeles,12/27/13,85,49,0
,,,,0
Los Angeles,12/28/13,73,51,0
,,,,0
Los Angeles,12/29/13,76,44,0
,,,,0
Los Angeles,12/30/13,75,47,0
,,,,0
Los Angeles,12/31/13,72,44,0
,,,,0
Los Angeles,1/1/14,71,44,0
,,,,0
Los Angeles,1/2/14,81,52,0
,,,,0
Los Angeles,1/3/14,72,48,0
,,,,0
Los Angeles,1/4/14,69,50,0
,,,,0
Los Angeles,1/5/14,77,45,0
,,,,0
Los Angeles,1/6/14,78,49,0
,,,,0
Los Angeles,1/7/14,69,48,0
,,,,0
Los Angeles,1/8/14,68,47,0
,,,,0
Los Angeles,1/9/14,63,51,0
,,,,0
Los Angeles,1/10/14,70,47,0
,,,,0
Los Angeles,1/11/14,73,48,0
,,,,0
Los Angeles,1/12/14,71,50,0
,,,,0
Los Angeles,1/13/14,80,46,0
,,,,0
Los Angeles,1/14/14,82,48,0
,,,,0
Los Angeles,1/15/14,85,48,0
,,,,0
Los Angeles,1/16/14,85,49,0
,,,,0
Los Angeles,1/17/14,85,52,0
,,,,0
Los Angeles,1/18/14,84,52,0
,,,,0
Los Angeles,1/19/14,80,48,0
,,,,0
Los Angeles,1/20/14,81,47,0
,,,,0
Los Angeles,1/21/14,78,54,0
,,,,0
Los Angeles,1/22/14,77,54,0
,,,,0
Los Angeles,1/23/14,72,51,0
,,,,0
Los Angeles,1/24/14,73,55,0
,,,,0
Los Angeles,1/25/14,77,56,0
,,,,0
Los Angeles,1/26/14,69,52,0
,,,,0
Los Angeles,1/27/14,69,52,0
,,,,0
Los Angeles,1/28/14,70,49,0
,,,,0
Los Angeles,1/29/14,70,52,0
,,,,0
Los Angeles,1/30/14,63,57,0
,,,,0
Los Angeles,1/31/14,65,53,0
,,,,0
Los Angeles,2/1/14,66,50,0
,,,,0
Los Angeles,2/2/14,63,47,0.14
,,,,0
Los Angeles,2/3/14,63,46,0
,,,,0
Los Angeles,2/4/14,63,48,0
,,,,0
Los Angeles,2/5/14,64,48,0
,,,,0
Los Angeles,2/6/14,60,52,0.09
,,,,0
Los Angeles,2/7/14,63,50,0
,,,,0
Los Angeles,2/8/14,66,52,0
,,,,0
Los Angeles,2/9/14,67,54,0
,,,,0
Los Angeles,2/10/14,73,53,0
,,,,0
Los Angeles,2/11/14,75,54,0
,,,,0
Los Angeles,2/12/14,80,51,0
,,,,0
Los Angeles,2/13/14,80,52,0
,,,,0
Los Angeles,2/14/14,79,50,0
,,,,0
Los Angeles,2/15/14,78,51,0
,,,,0
Los Angeles,2/16/14,75,54,0
,,,,0
Los Angeles,2/17/14,71,50,0
,,,,0
Los Angeles,2/18/14,68,56,0
,,,,0
Los Angeles,2/19/14,66,54,0
,,,,0
Los Angeles,2/20/14,82,51,0
,,,,0
Los Angeles,2/21/14,79,55,0
,,,,0
Los Angeles,2/22/14,76,51,0
,,,,0
Los Angeles,2/23/14,73,49,0
,,,,0
Los Angeles,2/24/14,73,52,0
,,,,0
Los Angeles,2/25/14,71,56,0
,,,,0
Los Angeles,2/26/14,67,57,0.06
,,,,0
Los Angeles,2/27/14,71,56,1.05
,,,,0
Los Angeles,2/28/14,62,56,2.24
,,,,0
Los Angeles,3/1/14,61,54,1
,,,,0
Los Angeles,3/2/14,62,54,0.17
,,,,0
Los Angeles,3/3/14,68,51,0
,,,,0
Los Angeles,3/4/14,69,54,0
,,,,0
Los Angeles,3/5/14,72,54,0
,,,,0
Los Angeles,3/6/14,72,57,0
,,,,0
Los Angeles,3/7/14,71,56,0
,,,,0
Los Angeles,3/8/14,81,51,0
,,,,0
Los Angeles,3/9/14,84,58,0
,,,,0
Los Angeles,3/10/14,80,56,0
,,,,0
Los Angeles,3/11/14,78,54,0
,,,,0
Los Angeles,3/12/14,80,54,0
,,,,0
Los Angeles,3/13/14,71,57,0
,,,,0
Los Angeles,3/14/14,71,52,0
,,,,0
Los Angeles,3/15/14,81,54,0
,,,,0
Los Angeles,3/16/14,90,56,0
,,,,0
Los Angeles,3/17/14,74,56,0
,,,,0
Los Angeles,3/18/14,75,58,0
,,,,0
Los Angeles,3/19/14,79,56,0
,,,,0
Los Angeles,3/20/14,73,55,0
,,,,0
Los Angeles,3/21/14,67,55,0
,,,,0
Los Angeles,3/22/14,68,56,0
,,,,0
Los Angeles,3/23/14,69,53,0
,,,,0
Los Angeles,3/24/14,66,58,0
,,,,0
Los Angeles,3/25/14,65,57,0
,,,,0
Los Angeles,3/26/14,66,55,0.01
,,,,0
Los Angeles,3/27/14,69,51,0
,,,,0
Los Angeles,3/28/14,71,56,0
,,,,0
Los Angeles,3/29/14,76,53,0
,,,,0
Los Angeles,3/30/14,72,56,0
,,,,0
Los Angeles,3/31/14,68,54,0
,,,,0
Los Angeles,4/1/14,63,50,0.25
,,,,0
Los Angeles,4/2/14,62,49,0.04
,,,,0
Los Angeles,4/3/14,68,49,0
,,,,0
Los Angeles,4/4/14,65,53,0
,,,,0
Los Angeles,4/5/14,67,54,0
,,,,0
Los Angeles,4/6/14,78,52,0
,,,,0
Los Angeles,4/7/14,85,55,0
,,,,0
Los Angeles,4/8/14,88,58,0
,,,,0
Los Angeles,4/9/14,89,57,0
,,,,0
Los Angeles,4/10/14,81,50,0
,,,,0
Los Angeles,4/11/14,79,55,0
,,,,0
Los Angeles,4/12/14,67,57,0
,,,,0
Los Angeles,4/13/14,67,56,0
,,,,0
Los Angeles,4/14/14,77,53,0
,,,,0
Los Angeles,4/15/14,72,55,0
,,,,0
Los Angeles,4/16/14,73,57,0
,,,,0
Los Angeles,4/17/14,71,59,0
,,,,0
Los Angeles,4/18/14,73,61,0
,,,,0
Los Angeles,4/19/14,72,57,0
,,,,0
Los Angeles,4/20/14,75,59,0
,,,,0
Los Angeles,4/21/14,76,57,0
,,,,0
Los Angeles,4/22/14,69,58,0
,,,,0
Los Angeles,4/23/14,71,56,0
,,,,0
Los Angeles,4/24/14,79,55,0
,,,,0
Los Angeles,4/25/14,71,54,0.06
,,,,0
Los Angeles,4/26/14,68,50,0
,,,,0
Los Angeles,4/27/14,71,55,0
,,,,0
Los Angeles,4/28/14,77,57,0
,,,,0
Los Angeles,4/29/14,92,59,0
,,,,0
Los Angeles,4/30/14,91,62,0
,,,,0
Los Angeles,5/1/14,92,63,0
,,,,0
Los Angeles,5/2/14,96,62,0
,,,,0
Los Angeles,5/3/14,89,63,0
,,,,0
Los Angeles,5/4/14,81,59,0
,,,,0
Los Angeles,5/5/14,72,57,0
,,,,0
Los Angeles,5/6/14,68,56,0
,,,,0
Los Angeles,5/7/14,68,57,0
,,,,0
Los Angeles,5/8/14,71,57,0
,,,,0
Los Angeles,5/9/14,72,56,0
,,,,0
Los Angeles,5/10/14,72,58,0
,,,,0
Los Angeles,5/11/14,86,58,0
,,,,0
Los Angeles,5/12/14,90,59,0
,,,,0
Los Angeles,5/13/14,94,65,0
,,,,0
Los Angeles,5/14/14,99,63,0
,,,,0
Los Angeles,5/15/14,102,71,0
,,,,0
Los Angeles,5/16/14,95,68,0
,,,,0
Los Angeles,5/17/14,85,63,0
,,,,0
Los Angeles,5/18/14,75,63,0
,,,,0
Los Angeles,5/19/14,74,61,0
,,,,0
Los Angeles,5/20/14,70,57,0
,,,,0
Los Angeles,5/21/14,71,59,0
,,,,0
Los Angeles,5/22/14,71,57,0
,,,,0
Los Angeles,5/23/14,70,61,0
,,,,0
Los Angeles,5/24/14,69,61,0
,,,,0
Los Angeles,5/25/14,75,62,0
,,,,0
Los Angeles,5/26/14,79,61,0
,,,,0
Los Angeles,5/27/14,80,62,0
,,,,0
Los Angeles,5/28/14,79,65,0
,,,,0
Los Angeles,5/29/14,78,63,0
,,,,0
Los Angeles,5/30/14,78,60,0
,,,,0
Los Angeles,5/31/14,80,61,0
,,,,0
Los Angeles,6/1/14,80,61,0
,,,,0
Los Angeles,6/2/14,75,60,0
,,,,0
Los Angeles,6/3/14,79,58,0
,,,,0
Los Angeles,6/4/14,78,59,0
,,,,0
Los Angeles,6/5/14,78,59,0
,,,,0
Los Angeles,6/6/14,75,60,0
,,,,0
Los Angeles,6/7/14,74,61,0
,,,,0
Los Angeles,6/8/14,77,60,0
,,,,0
Los Angeles,6/9/14,76,59,0
,,,,0
Los Angeles,6/10/14,74,63,0
,,,,0
Los Angeles,6/11/14,76,62,0
,,,,0
Los Angeles,6/12/14,74,61,0
,,,,0
Los Angeles,6/13/14,73,60,0
,,,,0
Los Angeles,6/14/14,75,59,0
,,,,0
Los Angeles,6/15/14,74,61,0
,,,,0
Los Angeles,6/16/14,73,61,0
,,,,0
Los Angeles,6/17/14,78,59,0
,,,,0
Los Angeles,6/18/14,77,59,0
,,,,0
Los Angeles,6/19/14,76,59,0
,,,,0
Los Angeles,6/20/14,80,60,0
,,,,0
Los Angeles,6/21/14,81,62,0
,,,,0
Los Angeles,6/22/14,77,63,0
,,,,0
Los Angeles,6/23/14,77,63,0
,,,,0
Los Angeles,6/24/14,79,63,0
,,,,0
Los Angeles,6/25/14,76,63,0
,,,,0
Los Angeles,6/26/14,76,64,0
,,,,0
Los Angeles,6/27/14,78,64,0
,,,,0
Los Angeles,6/28/14,80,64,0
,,,,0
Los Angeles,6/29/14,79,64,0
,,,,0
Los Angeles,6/30/14,77,64,0
,,,,0
Los Angeles,7/1/14,79,66,0
,,,,0
Los Angeles,7/2/14,80,64,0
,,,,0
Los Angeles,7/3/14,85,65,0
,,,,0
Los Angeles,7/4/14,87,65,0
,,,,0
Los Angeles,7/5/14,89,67,0
,,,,0
Los Angeles,7/6/14,87,67,0
,,,,0
Los Angeles,7/7/14,89,66,0
,,,,0
Los Angeles,7/8/14,86,68,0
,,,,0
Los Angeles,7/9/14,82,67,0
,,,,0
Los Angeles,7/10/14,85,66,0
,,,,0
Los Angeles,7/11/14,80,65,0
,,,,0
Los Angeles,7/12/14,82,65,0
,,,,0
Los Angeles,7/13/14,82,67,0
,,,,0
Los Angeles,7/14/14,80,68,0
,,,,0
Los Angeles,7/15/14,82,69,0
,,,,0
Los Angeles,7/16/14,81,66,0
,,,,0
Los Angeles,7/17/14,80,65,0
,,,,0
Los Angeles,7/18/14,79,64,0
,,,,0
Los Angeles,7/19/14,75,66,0
,,,,0
Los Angeles,7/20/14,80,66,0
,,,,0
Los Angeles,7/21/14,81,66,0
,,,,0
Los Angeles,7/22/14,85,65,0
,,,,0
Los Angeles,7/23/14,88,65,0
,,,,0
Los Angeles,7/24/14,92,65,0
,,,,0
Los Angeles,7/25/14,88,69,0
,,,,0
Los Angeles,7/26/14,86,68,0
,,,,0
Los Angeles,7/27/14,84,67,0
,,,,0
Los Angeles,7/28/14,88,68,0
,,,,0
Los Angeles,7/29/14,88,68,0
,,,,0
Los Angeles,7/30/14,90,68,0
,,,,0
Los Angeles,7/31/14,87,67,0
,,,,0
Los Angeles,8/1/14,85,66,0
,,,,0
Los Angeles,8/2/14,90,65,0.02
,,,,0
Los Angeles,8/3/14,85,72,0.02
,,,,0
Los Angeles,8/4/14,87,65,0
,,,,0
Los Angeles,8/5/14,82,63,0
,,,,0
Los Angeles,8/6/14,77,63,0
,,,,0
Los Angeles,8/7/14,81,64,0
,,,,0
Los Angeles,8/8/14,82,65,0
,,,,0
Los Angeles,8/9/14,82,67,0
,,,,0
Los Angeles,8/10/14,85,66,0
,,,,0
Los Angeles,8/11/14,85,65,0
,,,,0
Los Angeles,8/12/14,84,66,0
,,,,0
Los Angeles,8/13/14,81,65,0
,,,,0
Los Angeles,8/14/14,83,65,0
,,,,0
Los Angeles,8/15/14,89,63,0
,,,,0
Los Angeles,8/16/14,90,66,0
,,,,0
Los Angeles,8/17/14,89,66,0
,,,,0
Los Angeles,8/18/14,86,65,0
,,,,0
Los Angeles,8/19/14,82,69,0
,,,,0
Los Angeles,8/20/14,84,67,0
,,,,0
Los Angeles,8/21/14,80,65,0
,,,,0
Los Angeles,8/22/14,81,66,0
,,,,0
Los Angeles,8/23/14,85,66,0
,,,,0
Los Angeles,8/24/14,83,67,0
,,,,0
Los Angeles,8/25/14,80,64,0
,,,,0
Los Angeles,8/26/14,84,65,0
,,,,0
Los Angeles,8/27/14,91,66,0
,,,,0
Los Angeles,8/28/14,91,68,0
,,,,0
Los Angeles,8/29/14,90,65,0
,,,,0
Los Angeles,8/30/14,89,65,0
,,,,0
Los Angeles,8/31/14,87,69,0
,,,,0
Los Angeles,9/1/14,85,70,0
,,,,0
Los Angeles,9/2/14,84,68,0
,,,,0
Los Angeles,9/3/14,83,67,0
,,,,0
Los Angeles,9/4/14,80,66,0
,,,,0
Los Angeles,9/5/14,83,66,0
,,,,0
Los Angeles,9/6/14,86,65,0
,,,,0
Los Angeles,9/7/14,92,68,0
,,,,0
Los Angeles,9/8/14,88,71,0.01
,,,,0
Los Angeles,9/9/14,91,68,0
,,,,0
Los Angeles,9/10/14,87,64,0
,,,,0
Los Angeles,9/11/14,89,67,0
,,,,0
Los Angeles,9/12/14,91,68,0
,,,,0
Los Angeles,9/13/14,94,69,0
,,,,0
Los Angeles,9/14/14,98,71,0
,,,,0
Los Angeles,9/15/14,94,73,0
,,,,0
Los Angeles,9/16/14,103,76,0
,,,,0
Los Angeles,9/17/14,96,72,0
,,,,0
Los Angeles,9/18/14,81,67,0
,,,,0
Los Angeles,9/19/14,82,67,0
,,,,0
Los Angeles,9/20/14,78,66,0
,,,,0
Los Angeles,9/21/14,79,65,0
,,,,0
Los Angeles,9/22/14,80,63,0
,,,,0
Los Angeles,9/23/14,84,63,0
,,,,0
Los Angeles,9/24/14,88,62,0
,,,,0
Los Angeles,9/25/14,85,67,0
,,,,0
Los Angeles,9/26/14,83,65,0
,,,,0
Los Angeles,9/27/14,77,63,0
,,,,0
Los Angeles,9/28/14,79,64,0
,,,,0
Los Angeles,9/29/14,78,61,0
,,,,0
Los Angeles,9/30/14,85,64,0
,,,,0
Los Angeles,10/1/14,82,64,0
,,,,0
Los Angeles,10/2/14,98,64,0
,,,,0
Los Angeles,10/3/14,98,67,0
,,,,0
Los Angeles,10/4/14,97,65,0
,,,,0
Los Angeles,10/5/14,95,65,0
,,,,0
Los Angeles,10/6/14,92,64,0
,,,,0
Los Angeles,10/7/14,93,64,0
,,,,0
Los Angeles,10/8/14,87,63,0
,,,,0
Los Angeles,10/9/14,80,67,0
,,,,0
Los Angeles,10/10/14,79,64,0
,,,,0
Los Angeles,10/11/14,81,64,0
,,,,0
Los Angeles,10/12/14,81,67,0
,,,,0
Los Angeles,10/13/14,82,65,0
,,,,0
Los Angeles,10/14/14,76,66,0
,,,,0
Los Angeles,10/15/14,78,63,0
,,,,0
Los Angeles,10/16/14,77,61,0
,,,,0
Los Angeles,10/17/14,76,62,0
,,,,0
Los Angeles,10/18/14,78,61,0
,,,,0
Los Angeles,10/19/14,77,62,0
,,,,0
Los Angeles,10/20/14,79,63,0
,,,,0
Los Angeles,10/21/14,78,64,0
,,,,0
Los Angeles,10/22/14,84,60,0
,,,,0
Los Angeles,10/23/14,85,60,0
,,,,0
Los Angeles,10/24/14,88,59,0
,,,,0
Los Angeles,10/25/14,80,61,0
,,,,0
Los Angeles,10/26/14,78,61,0
,,,,0
Los Angeles,10/27/14,77,62,0
,,,,0
Los Angeles,10/28/14,78,59,0
,,,,0
Los Angeles,10/29/14,85,59,0
,,,,0
Los Angeles,10/30/14,81,60,0
,,,,0
Los Angeles,10/31/14,71,60,0.25
,,,,0
Los Angeles,11/1/14,67,55,0.18
,,,,0
Los Angeles,11/2/14,70,51,0
,,,,0
Los Angeles,11/3/14,77,52,0
,,,,0
Los Angeles,11/4/14,77,51,0
,,,,0
Los Angeles,11/5/14,85,53,0
,,,,0
Los Angeles,11/6/14,90,61,0
,,,,0
Los Angeles,11/7/14,89,60,0
,,,,0
Los Angeles,11/8/14,89,59,0
,,,,0
Los Angeles,11/9/14,77,58,0
,,,,0
Los Angeles,11/10/14,70,62,0
,,,,0
Los Angeles,11/11/14,69,62,0
,,,,0
Los Angeles,11/12/14,70,58,0
,,,,0
Los Angeles,11/13/14,70,55,0
,,,,0
Los Angeles,11/14/14,73,60,0
,,,,0
Los Angeles,11/15/14,72,58,0
,,,,0
Los Angeles,11/16/14,74,55,0
,,,,0
Los Angeles,11/17/14,76,53,0
,,,,0
Los Angeles,11/18/14,77,52,0
,,,,0
Los Angeles,11/19/14,74,53,0
,,,,0
Los Angeles,11/20/14,70,53,0
,,,,0
Los Angeles,11/21/14,73,55,0
,,,,0
Los Angeles,11/22/14,73,52,0
,,,,0
Los Angeles,11/23/14,80,57,0
,,,,0
Los Angeles,11/24/14,80,53,0
,,,,0
Los Angeles,11/25/14,80,52,0
,,,,0
Los Angeles,11/26/14,85,53,0
,,,,0
Los Angeles,11/27/14,89,58,0
,,,,0
Los Angeles,11/28/14,81,53,0
,,,,0
Los Angeles,11/29/14,74,51,0
,,,,0
Los Angeles,11/30/14,66,60,0.3
,,,,0
Los Angeles,12/1/14,69,57,0
,,,,0
Los Angeles,12/2/14,66,58,1.21
,,,,0
Los Angeles,12/3/14,67,59,0.31
,,,,0
Los Angeles,12/4/14,71,57,0
,,,,0
Los Angeles,12/5/14,69,57,0
,,,,0
Los Angeles,12/6/14,71,55,0
,,,,0
Los Angeles,12/7/14,76,54,0
,,,,0
Los Angeles,12/8/14,78,55,0
,,,,0
Los Angeles,12/9/14,76,54,0
,,,,0
Los Angeles,12/10/14,73,53,0
,,,,0
Los Angeles,12/11/14,67,60,0.01
,,,,0
Los Angeles,12/12/14,65,52,1.6
,,,,0
Los Angeles,12/13/14,66,48,0
,,,,0
Los Angeles,12/14/14,66,47,0
,,,,0
Los Angeles,12/15/14,65,47,0
,,,,0
Los Angeles,12/16/14,60,54,0.41
,,,,0
Los Angeles,12/17/14,65,51,0.15
,,,,0
Los Angeles,12/18/14,62,48,0
,,,,0
Los Angeles,12/19/14,66,49,0
,,,,0
Los Angeles,12/20/14,64,50,0
,,,,0
Los Angeles,12/21/14,68,50,0
,,,,0
Los Angeles,12/22/14,75,50,0
,,,,0
Los Angeles,12/23/14,83,51,0
,,,,0
Los Angeles,12/24/14,75,53,0
,,,,0
Los Angeles,12/25/14,65,50,0
,,,,0
Los Angeles,12/26/14,63,42,0
,,,,0
Los Angeles,12/27/14,63,39,0
,,,,0
Los Angeles,12/28/14,63,43,0
,,,,0
Los Angeles,12/29/14,63,41,0
,,,,0
Los Angeles,12/30/14,56,47,0.19
,,,,0
Los Angeles,12/31/14,57,41,0
,,,,0
Los Angeles,1/1/15,59,37,0
,,,,0
Los Angeles,1/2/15,61,39,0
,,,,0
Los Angeles,1/3/15,63,40,0
,,,,0
Los Angeles,1/4/15,69,42,0
,,,,0
Los Angeles,1/5/15,81,50,0
,,,,0
Los Angeles,1/6/15,84,57,0
,,,,0
Los Angeles,1/7/15,85,53,0
,,,,0
Los Angeles,1/8/15,75,51,0
,,,,0
Los Angeles,1/9/15,72,56,0
,,,,0
Los Angeles,1/10/15,63,52,0.48
,,,,0
Los Angeles,1/11/15,63,56,0.5
,,,,0
Los Angeles,1/12/15,66,53,0
,,,,0
Los Angeles,1/13/15,68,54,0
,,,,0
Los Angeles,1/14/15,73,47,0
,,,,0
Los Angeles,1/15/15,76,51,0
,,,,0
Los Angeles,1/16/15,77,50,0
,,,,0
Los Angeles,1/17/15,78,50,0
,,,,0
Los Angeles,1/18/15,75,53,0
,,,,0
Los Angeles,1/19/15,72,50,0
,,,,0
Los Angeles,1/20/15,63,53,0
,,,,0
Los Angeles,1/21/15,71,54,0
,,,,0
Los Angeles,1/22/15,75,47,0
,,,,0
Los Angeles,1/23/15,75,50,0
,,,,0
Los Angeles,1/24/15,82,49,0
,,,,0
Los Angeles,1/25/15,83,48,0
,,,,0
Los Angeles,1/26/15,80,57,0.08
,,,,0
Los Angeles,1/27/15,74,57,0
,,,,0
Los Angeles,1/28/15,75,56,0
,,,,0
Los Angeles,1/29/15,75,60,0
,,,,0
Los Angeles,1/30/15,70,59,0.03
,,,,0
Los Angeles,1/31/15,71,56,0
,,,,0
Los Angeles,2/1/15,76,49,0
,,,,0
Los Angeles,2/2/15,78,51,0
,,,,0
Los Angeles,2/3/15,72,51,0
,,,,0
Los Angeles,2/4/15,72,56,0
,,,,0
Los Angeles,2/5/15,82,53,0
,,,,0
Los Angeles,2/6/15,75,54,0
,,,,0
Los Angeles,2/7/15,69,54,0.02
,,,,0
Los Angeles,2/8/15,77,59,0
,,,,0
Los Angeles,2/9/15,73,58,0
,,,,0
Los Angeles,2/10/15,78,53,0
,,,,0
Los Angeles,2/11/15,85,55,0
,,,,0
Los Angeles,2/12/15,85,56,0
,,,,0
Los Angeles,2/13/15,88,57,0
,,,,0
Los Angeles,2/14/15,86,56,0
,,,,0
Los Angeles,2/15/15,80,54,0
,,,,0
Los Angeles,2/16/15,70,56,0
,,,,0
Los Angeles,2/17/15,71,57,0
,,,,0
Los Angeles,2/18/15,75,55,0
,,,,0
Los Angeles,2/19/15,72,57,0
,,,,0
Los Angeles,2/20/15,70,56,0
,,,,0
Los Angeles,2/21/15,69,57,0
,,,,0
Los Angeles,2/22/15,64,53,0.7
,,,,0
Los Angeles,2/23/15,65,50,0
,,,,0
Los Angeles,2/24/15,74,46,0
,,,,0
Los Angeles,2/25/15,72,51,0
,,,,0
Los Angeles,2/26/15,70,51,0
,,,,0
Los Angeles,2/27/15,66,55,0
,,,,0
Los Angeles,2/28/15,65,52,0.11
,,,,0
Los Angeles,3/1/15,65,50,0.66
,,,,0
Los Angeles,3/2/15,63,49,0.21
,,,,0
Los Angeles,3/3/15,67,48,0
,,,,0
Los Angeles,3/4/15,72,48,0
,,,,0
Los Angeles,3/5/15,77,51,0
,,,,0
Los Angeles,3/6/15,83,49,0
,,,,0
Los Angeles,3/7/15,86,54,0
,,,,0
Los Angeles,3/8/15,78,53,0
,,,,0
Los Angeles,3/9/15,73,57,0
,,,,0
Los Angeles,3/10/15,80,55,0
,,,,0
Los Angeles,3/11/15,73,60,0
,,,,0
Los Angeles,3/12/15,86,56,0
,,,,0
Los Angeles,3/13/15,90,61,0
,,,,0
Los Angeles,3/14/15,93,62,0
,,,,0
Los Angeles,3/15/15,92,66,0
,,,,0
Los Angeles,3/16/15,90,66,0
,,,,0
Los Angeles,3/17/15,82,63,0
,,,,0
Los Angeles,3/18/15,75,62,0
,,,,0
Los Angeles,3/19/15,76,60,0
,,,,0
Los Angeles,3/20/15,78,59,0
,,,,0
Los Angeles,3/21/15,75,62,0
,,,,0
Los Angeles,3/22/15,72,59,0
,,,,0
Los Angeles,3/23/15,73,57,0
,,,,0
Los Angeles,3/24/15,75,58,0
,,,,0
Los Angeles,3/25/15,84,60,0
,,,,0
Los Angeles,3/26/15,92,61,0
,,,,0
Los Angeles,3/27/15,91,62,0
,,,,0
Los Angeles,3/28/15,81,61,0
,,,,0
Los Angeles,3/29/15,78,56,0
,,,,0
Los Angeles,3/30/15,78,57,0
,,,,0
Los Angeles,3/31/15,73,57,0
,,,,0
Los Angeles,4/1/15,74,58,0
,,,,0
Los Angeles,4/2/15,75,54,0
,,,,0
Los Angeles,4/3/15,86,57,0
,,,,0
Los Angeles,4/4/15,84,59,0
,,,,0
Los Angeles,4/5/15,71,57,0
,,,,0
Los Angeles,4/6/15,67,53,0
,,,,0
Los Angeles,4/7/15,67,51,0.13
,,,,0
Los Angeles,4/8/15,70,49,0
,,,,0
Los Angeles,4/9/15,76,53,0
,,,,0
Los Angeles,4/10/15,71,54,0
,,,,0
Los Angeles,4/11/15,72,53,0
,,,,0
Los Angeles,4/12/15,77,57,0
,,,,0
Los Angeles,4/13/15,75,58,0
,,,,0
Los Angeles,4/14/15,73,58,0
,,,,0
Los Angeles,4/15/15,80,57,0
,,,,0
Los Angeles,4/16/15,81,54,0
,,,,0
Los Angeles,4/17/15,81,56,0
,,,,0
Los Angeles,4/18/15,81,56,0
,,,,0
Los Angeles,4/19/15,75,55,0
,,,,0
Los Angeles,4/20/15,70,55,0
,,,,0
Los Angeles,4/21/15,67,58,0
,,,,0
Los Angeles,4/22/15,69,57,0
,,,,0
Los Angeles,4/23/15,69,55,0
,,,,0
Los Angeles,4/24/15,67,57,0
,,,,0
Los Angeles,4/25/15,66,56,0
,,,,0
Los Angeles,4/26/15,77,54,0
,,,,0
Los Angeles,4/27/15,82,57,0
,,,,0
Los Angeles,4/28/15,92,61,0
,,,,0
Los Angeles,4/29/15,89,60,0
,,,,0
Los Angeles,4/30/15,86,60,0
,,,,0
Los Angeles,5/1/15,84,57,0
,,,,0
Los Angeles,5/2/15,80,59,0
,,,,0
Los Angeles,5/3/15,74,58,0
,,,,0
Los Angeles,5/4/15,69,56,0
,,,,0
Los Angeles,5/5/15,67,58,0
,,,,0
Los Angeles,5/6/15,67,58,0
,,,,0
Los Angeles,5/7/15,65,54,0.03
,,,,0
Los Angeles,5/8/15,63,50,0.18
,,,,0
Los Angeles,5/9/15,69,55,0
,,,,0
Los Angeles,5/10/15,72,54,0
,,,,0
Los Angeles,5/11/15,76,57,0
,,,,0
Los Angeles,5/12/15,72,57,0
,,,,0
Los Angeles,5/13/15,69,58,0
,,,,0
Los Angeles,5/14/15,68,53,0.69
,,,,0
Los Angeles,5/15/15,66,55,0.03
,,,,0
Los Angeles,5/16/15,71,56,0
,,,,0
Los Angeles,5/17/15,72,58,0
,,,,0
Los Angeles,5/18/15,71,60,0
,,,,0
Los Angeles,5/19/15,73,56,0
,,,,0
Los Angeles,5/20/15,72,57,0
,,,,0
Los Angeles,5/21/15,71,57,0
,,,,0
Los Angeles,5/22/15,69,57,0
,,,,0
Los Angeles,5/23/15,71,57,0
,,,,0
Los Angeles,5/24/15,70,58,0
,,,,0
Los Angeles,5/25/15,71,57,0
,,,,0
Los Angeles,5/26/15,69,59,0
,,,,0
Los Angeles,5/27/15,72,58,0
,,,,0
Los Angeles,5/28/15,75,57,0
,,,,0
Los Angeles,5/29/15,77,58,0
,,,,0
Los Angeles,5/30/15,77,59,0
,,,,0
Los Angeles,5/31/15,73,59,0
,,,,0
Los Angeles,6/1/15,75,59,0
,,,,0
Los Angeles,6/2/15,76,60,0
,,,,0
Los Angeles,6/3/15,74,61,0
,,,,0
Los Angeles,6/4/15,70,61,0
,,,,0
Los Angeles,6/5/15,73,60,0
,,,,0
Los Angeles,6/6/15,72,58,0
,,,,0
Los Angeles,6/7/15,77,60,0
,,,,0
Los Angeles,6/8/15,85,60,0
,,,,0
Los Angeles,6/9/15,86,62,0.01
,,,,0
Los Angeles,6/10/15,73,62,0
,,,,0
Los Angeles,6/11/15,75,62,0
,,,,0
Los Angeles,6/12/15,72,63,0
,,,,0
Los Angeles,6/13/15,72,63,0
,,,,0
Los Angeles,6/14/15,77,63,0
,,,,0
Los Angeles,6/15/15,78,62,0
,,,,0
Los Angeles,6/16/15,79,61,0
,,,,0
Los Angeles,6/17/15,78,62,0
,,,,0
